"CUSEC","cod_provincia","nom_provincia","cod_comarca","nom_comarca","cod_municipi","nom_municipi"
"0818704030","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705001","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705002","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705003","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705004","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705005","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705006","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705007","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705008","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705009","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705011","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705012","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705013","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705014","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705015","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818705016","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706001","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706002","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706003","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706004","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706005","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706006","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706007","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706008","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706009","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706010","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706011","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706012","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706013","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706014","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706016","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706017","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706018","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706020","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706021","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706022","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706023","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706024","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818706025","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818707001","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818707002","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818707003","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818707004","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818707005","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818707006","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818707007","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818707008","08","Barcelona","40","Vallès Occidental","08187","Sabadell"
"0818801001","08","Barcelona","14","Berguedà","08188","Sagàs"
"0818901001","08","Barcelona","06","Anoia","08189","Sant Pere Sallavinera"
"0819001001","08","Barcelona","14","Berguedà","08190","Saldes"
"0819101001","08","Barcelona","07","Bages","08191","Sallent"
"0819101003","08","Barcelona","07","Bages","08191","Sallent"
"0819101004","08","Barcelona","07","Bages","08191","Sallent"
"0819101005","08","Barcelona","07","Bages","08191","Sallent"
"0819101006","08","Barcelona","07","Bages","08191","Sallent"
"0819102001","08","Barcelona","07","Bages","08191","Sallent"
"0819201001","08","Barcelona","07","Bages","08192","Santpedor"
"0819201002","08","Barcelona","07","Bages","08192","Santpedor"
"0819201003","08","Barcelona","07","Bages","08192","Santpedor"
"0819201004","08","Barcelona","07","Bages","08192","Santpedor"
"0819301001","08","Barcelona","21","Maresme","08193","Sant Iscle de Vallalta"
"0819401001","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819401002","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819401003","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819401004","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819401005","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819401006","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819402001","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819402002","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819402003","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819402004","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819402005","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819403001","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819404001","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819405001","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819405002","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819405003","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819405004","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819406001","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819406002","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819406003","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819406004","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819406005","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819406006","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819406007","08","Barcelona","13","Barcelonès","08194","Sant Adrià de Besòs"
"0819501001","08","Barcelona","24","Osona","08195","Sant Agustí de Lluçanès"
"0819601001","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601002","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601003","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601004","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601005","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601006","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601007","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601008","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601009","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601010","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601011","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601012","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601013","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819601014","08","Barcelona","11","Baix Llobregat","08196","Sant Andreu de la Barca"
"0819701001","08","Barcelona","21","Maresme","08197","Sant Andreu de Llavaneres"
"0819701002","08","Barcelona","21","Maresme","08197","Sant Andreu de Llavaneres"
"0819701003","08","Barcelona","21","Maresme","08197","Sant Andreu de Llavaneres"
"0819702001","08","Barcelona","21","Maresme","08197","Sant Andreu de Llavaneres"
"0819702002","08","Barcelona","21","Maresme","08197","Sant Andreu de Llavaneres"
"0819702003","08","Barcelona","21","Maresme","08197","Sant Andreu de Llavaneres"
"0819801001","08","Barcelona","41","Vallès Oriental","08198","Sant Antoni de Vilamajor"
"0819801002","08","Barcelona","41","Vallès Oriental","08198","Sant Antoni de Vilamajor"
"0819801003","08","Barcelona","41","Vallès Oriental","08198","Sant Antoni de Vilamajor"
"0819801004","08","Barcelona","41","Vallès Oriental","08198","Sant Antoni de Vilamajor"
"0819901001","08","Barcelona","24","Osona","08199","Sant Bartomeu del Grau"
"0820001001","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820001002","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820001003","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820001004","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820001005","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820001006","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820001007","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002001","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002002","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002003","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002004","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002005","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002006","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002007","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002008","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002009","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002010","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002011","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002012","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002013","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002014","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002015","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002016","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002017","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002018","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820002019","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820003001","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820003002","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820003003","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820003004","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820003005","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820003006","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820003007","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820003008","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820003009","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820004001","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820004002","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820004003","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820004004","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820004005","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820004006","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820004007","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820004008","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820004009","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820005001","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820005002","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820005003","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820006001","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820006002","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820006003","08","Barcelona","11","Baix Llobregat","08200","Sant Boi de Llobregat"
"0820101001","08","Barcelona","24","Osona","08201","Sant Boi de Lluçanès"
"0820201001","08","Barcelona","41","Vallès Oriental","08202","Sant Celoni"
"0820201002","08","Barcelona","41","Vallès Oriental","08202","Sant Celoni"
"0820201003","08","Barcelona","41","Vallès Oriental","08202","Sant Celoni"
"0820201004","08","Barcelona","41","Vallès Oriental","08202","Sant Celoni"
"0820201005","08","Barcelona","41","Vallès Oriental","08202","Sant Celoni"
"0820201006","08","Barcelona","41","Vallès Oriental","08202","Sant Celoni"
"0820201007","08","Barcelona","41","Vallès Oriental","08202","Sant Celoni"
"0820201008","08","Barcelona","41","Vallès Oriental","08202","Sant Celoni"
"0820201009","08","Barcelona","41","Vallès Oriental","08202","Sant Celoni"
"0820202001","08","Barcelona","41","Vallès Oriental","08202","Sant Celoni"
"0820301001","08","Barcelona","21","Maresme","08203","Sant Cebrià de Vallalta"
"0820301002","08","Barcelona","21","Maresme","08203","Sant Cebrià de Vallalta"
"0820401001","08","Barcelona","11","Baix Llobregat","08204","Sant Climent de Llobregat"
"0820401002","08","Barcelona","11","Baix Llobregat","08204","Sant Climent de Llobregat"
"0820501001","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501002","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501003","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501004","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501005","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501006","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501007","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501008","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501009","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501010","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501011","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501012","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501013","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501014","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501015","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501016","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501017","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501018","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501019","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501020","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501021","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501022","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820501023","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502001","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502002","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502003","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502004","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502005","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502006","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502007","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502008","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502009","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502010","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502011","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820502012","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820503001","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820503002","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820503003","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820503004","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820504001","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820504002","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820504003","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820505001","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820505002","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820505003","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820505004","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820505005","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820505006","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820505007","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820505008","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820506001","08","Barcelona","40","Vallès Occidental","08205","Sant Cugat del Vallès"
"0820601001","08","Barcelona","03","Alt Penedès","08206","Sant Cugat Sesgarrigues"
"0820701001","08","Barcelona","41","Vallès Oriental","08207","Sant Esteve de Palautordera"
"0820801001","08","Barcelona","11","Baix Llobregat","08208","Sant Esteve Sesrovires"
"0820801002","08","Barcelona","11","Baix Llobregat","08208","Sant Esteve Sesrovires"
"0820801003","08","Barcelona","11","Baix Llobregat","08208","Sant Esteve Sesrovires"
"0820801004","08","Barcelona","11","Baix Llobregat","08208","Sant Esteve Sesrovires"
"0820801005","08","Barcelona","11","Baix Llobregat","08208","Sant Esteve Sesrovires"
"0820901001","08","Barcelona","41","Vallès Oriental","08209","Sant Fost de Campsentelles"
"0820901002","08","Barcelona","41","Vallès Oriental","08209","Sant Fost de Campsentelles"
"0820901003","08","Barcelona","41","Vallès Oriental","08209","Sant Fost de Campsentelles"
"0820901004","08","Barcelona","41","Vallès Oriental","08209","Sant Fost de Campsentelles"
"0821001001","08","Barcelona","41","Vallès Oriental","08210","Sant Feliu de Codines"
"0821001002","08","Barcelona","41","Vallès Oriental","08210","Sant Feliu de Codines"
"0821002001","08","Barcelona","41","Vallès Oriental","08210","Sant Feliu de Codines"
"0821002002","08","Barcelona","41","Vallès Oriental","08210","Sant Feliu de Codines"
"0821101001","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821101002","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821101003","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821101004","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821101005","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821101006","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821101007","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821102003","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821102004","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821102006","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821102007","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821102008","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821103001","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821103002","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821103003","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821103004","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821103005","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821104003","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821104006","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821104007","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821104008","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821105001","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821105002","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821105003","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821105004","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821105005","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821106004","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821107001","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821107002","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821107003","08","Barcelona","11","Baix Llobregat","08211","Sant Feliu de Llobregat"
"0821201001","08","Barcelona","07","Bages","08212","Sant Feliu Sasserra"
"0821301001","08","Barcelona","07","Bages","08213","Sant Fruitós de Bages"
"0821301002","08","Barcelona","07","Bages","08213","Sant Fruitós de Bages"
"0821301003","08","Barcelona","07","Bages","08213","Sant Fruitós de Bages"
"0821301004","08","Barcelona","07","Bages","08213","Sant Fruitós de Bages"
"0821301005","08","Barcelona","07","Bages","08213","Sant Fruitós de Bages"
"0821301006","08","Barcelona","07","Bages","08213","Sant Fruitós de Bages"
"0821401001","08","Barcelona","21","Maresme","08214","Vilassar de Dalt"
"0821401002","08","Barcelona","21","Maresme","08214","Vilassar de Dalt"
"0821401003","08","Barcelona","21","Maresme","08214","Vilassar de Dalt"
"0821401004","08","Barcelona","21","Maresme","08214","Vilassar de Dalt"
"0821402001","08","Barcelona","21","Maresme","08214","Vilassar de Dalt"
"0821402002","08","Barcelona","21","Maresme","08214","Vilassar de Dalt"
"0821501001","08","Barcelona","24","Osona","08215","Sant Hipòlit de Voltregà"
"0821501002","08","Barcelona","24","Osona","08215","Sant Hipòlit de Voltregà"
"0821501003","08","Barcelona","24","Osona","08215","Sant Hipòlit de Voltregà"
"0821601001","08","Barcelona","14","Berguedà","08216","Sant Jaume de Frontanyà"
"0821701001","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821701002","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821701003","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821701004","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821701005","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821701006","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821701007","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821701008","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821701009","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821701010","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821702002","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821702003","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821702004","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821703001","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821703002","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821703003","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821703004","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821703005","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821704001","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821705001","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821705002","08","Barcelona","11","Baix Llobregat","08217","Sant Joan Despí"
"0821801001","08","Barcelona","07","Bages","08218","Sant Joan de Vilatorrada"
"0821801002","08","Barcelona","07","Bages","08218","Sant Joan de Vilatorrada"
"0821801003","08","Barcelona","07","Bages","08218","Sant Joan de Vilatorrada"
"0821801005","08","Barcelona","07","Bages","08218","Sant Joan de Vilatorrada"
"0821801006","08","Barcelona","07","Bages","08218","Sant Joan de Vilatorrada"
"0821901001","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821901002","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821901003","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821901004","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821901005","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821901006","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821902001","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821902002","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821902003","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821902004","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821902005","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821903001","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821903002","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821903003","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0821903004","08","Barcelona","21","Maresme","08219","Vilassar de Mar"
"0822001001","08","Barcelona","24","Osona","08220","Sant Julià de Vilatorta"
"0822001002","08","Barcelona","24","Osona","08220","Sant Julià de Vilatorta"
"0822101001","08","Barcelona","11","Baix Llobregat","08221","Sant Just Desvern"
"0822101002","08","Barcelona","11","Baix Llobregat","08221","Sant Just Desvern"
"0822101003","08","Barcelona","11","Baix Llobregat","08221","Sant Just Desvern"
"0822101004","08","Barcelona","11","Baix Llobregat","08221","Sant Just Desvern"
"0822101005","08","Barcelona","11","Baix Llobregat","08221","Sant Just Desvern"
"0822101006","08","Barcelona","11","Baix Llobregat","08221","Sant Just Desvern"
"0822101007","08","Barcelona","11","Baix Llobregat","08221","Sant Just Desvern"
"0822101008","08","Barcelona","11","Baix Llobregat","08221","Sant Just Desvern"
"0822101009","08","Barcelona","11","Baix Llobregat","08221","Sant Just Desvern"
"0822101010","08","Barcelona","11","Baix Llobregat","08221","Sant Just Desvern"
"0822201001","08","Barcelona","03","Alt Penedès","08222","Sant Llorenç d'Hortons"
"0822301001","08","Barcelona","40","Vallès Occidental","08223","Sant Llorenç Savall"
"0822401001","08","Barcelona","24","Osona","08224","Sant Martí de Centelles"
"0822501001","08","Barcelona","24","Osona","08225","Sant Martí d'Albars"
"0822601001","08","Barcelona","06","Anoia","08226","Sant Martí de Tous"
"0822701001","08","Barcelona","03","Alt Penedès","08227","Sant Martí Sarroca"
"0822701002","08","Barcelona","03","Alt Penedès","08227","Sant Martí Sarroca"
"0822801001","08","Barcelona","06","Anoia","08228","Sant Martí Sesgueioles"
"0822901001","08","Barcelona","07","Bages","08229","Sant Mateu de Bages"
"0823001001","08","Barcelona","21","Maresme","08230","Premià de Dalt"
"0823001002","08","Barcelona","21","Maresme","08230","Premià de Dalt"
