"CUSEC","cod_provincia","nom_provincia","cod_comarca","nom_comarca","cod_municipi","nom_municipi"
"0802601001","08","Barcelona","24","Osona","08026","Brull, el"
"0802701001","08","Barcelona","03","Alt Penedès","08027","Cabanyes, les"
"0802801001","08","Barcelona","06","Anoia","08028","Cabrera d'Anoia"
"0802901001","08","Barcelona","21","Maresme","08029","Cabrera de Mar"
"0802901002","08","Barcelona","21","Maresme","08029","Cabrera de Mar"
"0803001001","08","Barcelona","21","Maresme","08030","Cabrils"
"0803001002","08","Barcelona","21","Maresme","08030","Cabrils"
"0803001003","08","Barcelona","21","Maresme","08030","Cabrils"
"0803101001","08","Barcelona","06","Anoia","08031","Calaf"
"0803101002","08","Barcelona","06","Anoia","08031","Calaf"
"0803201001","08","Barcelona","21","Maresme","08032","Caldes d'Estrac"
"0803301001","08","Barcelona","41","Vallès Oriental","08033","Caldes de Montbui"
"0803301002","08","Barcelona","41","Vallès Oriental","08033","Caldes de Montbui"
"0803301003","08","Barcelona","41","Vallès Oriental","08033","Caldes de Montbui"
"0803302001","08","Barcelona","41","Vallès Oriental","08033","Caldes de Montbui"
"0803303001","08","Barcelona","41","Vallès Oriental","08033","Caldes de Montbui"
"0803303002","08","Barcelona","41","Vallès Oriental","08033","Caldes de Montbui"
"0803303003","08","Barcelona","41","Vallès Oriental","08033","Caldes de Montbui"
"0803303004","08","Barcelona","41","Vallès Oriental","08033","Caldes de Montbui"
"0803303005","08","Barcelona","41","Vallès Oriental","08033","Caldes de Montbui"
"0803303006","08","Barcelona","41","Vallès Oriental","08033","Caldes de Montbui"
"0803401001","08","Barcelona","42","Moianès","08034","Calders"
"0803501001","08","Barcelona","21","Maresme","08035","Calella"
"0803501002","08","Barcelona","21","Maresme","08035","Calella"
"0803501003","08","Barcelona","21","Maresme","08035","Calella"
"0803502001","08","Barcelona","21","Maresme","08035","Calella"
"0803502002","08","Barcelona","21","Maresme","08035","Calella"
"0803503001","08","Barcelona","21","Maresme","08035","Calella"
"0803503002","08","Barcelona","21","Maresme","08035","Calella"
"0803503003","08","Barcelona","21","Maresme","08035","Calella"
"0803503004","08","Barcelona","21","Maresme","08035","Calella"
"0803601001","08","Barcelona","06","Anoia","08036","Calonge de Segarra"
"0803701001","08","Barcelona","24","Osona","08037","Calldetenes"
"0803801001","08","Barcelona","07","Bages","08038","Callús"
"0803901001","08","Barcelona","41","Vallès Oriental","08039","Campins"
"0804001001","08","Barcelona","21","Maresme","08040","Canet de Mar"
"0804001002","08","Barcelona","21","Maresme","08040","Canet de Mar"
"0804001003","08","Barcelona","21","Maresme","08040","Canet de Mar"
"0804001004","08","Barcelona","21","Maresme","08040","Canet de Mar"
"0804001005","08","Barcelona","21","Maresme","08040","Canet de Mar"
"0804001006","08","Barcelona","21","Maresme","08040","Canet de Mar"
"0804001007","08","Barcelona","21","Maresme","08040","Canet de Mar"
"0804001008","08","Barcelona","21","Maresme","08040","Canet de Mar"
"0804001009","08","Barcelona","21","Maresme","08040","Canet de Mar"
"0804001010","08","Barcelona","21","Maresme","08040","Canet de Mar"
"0804101001","08","Barcelona","41","Vallès Oriental","08041","Canovelles"
"0804101002","08","Barcelona","41","Vallès Oriental","08041","Canovelles"
"0804101003","08","Barcelona","41","Vallès Oriental","08041","Canovelles"
"0804101004","08","Barcelona","41","Vallès Oriental","08041","Canovelles"
"0804101005","08","Barcelona","41","Vallès Oriental","08041","Canovelles"
"0804101006","08","Barcelona","41","Vallès Oriental","08041","Canovelles"
"0804101007","08","Barcelona","41","Vallès Oriental","08041","Canovelles"
"0804101008","08","Barcelona","41","Vallès Oriental","08041","Canovelles"
"0804201001","08","Barcelona","41","Vallès Oriental","08042","Cànoves i Samalús"
"0804201002","08","Barcelona","41","Vallès Oriental","08042","Cànoves i Samalús"
"0804301001","08","Barcelona","17","Garraf","08043","Canyelles"
"0804301002","08","Barcelona","17","Garraf","08043","Canyelles"
"0804401001","08","Barcelona","06","Anoia","08044","Capellades"
"0804402001","08","Barcelona","06","Anoia","08044","Capellades"
"0804402002","08","Barcelona","06","Anoia","08044","Capellades"
"0804501001","08","Barcelona","14","Berguedà","08045","Capolat"
"0804601001","08","Barcelona","41","Vallès Oriental","08046","Cardedeu"
"0804601002","08","Barcelona","41","Vallès Oriental","08046","Cardedeu"
"0804601003","08","Barcelona","41","Vallès Oriental","08046","Cardedeu"
"0804602001","08","Barcelona","41","Vallès Oriental","08046","Cardedeu"
"0804602002","08","Barcelona","41","Vallès Oriental","08046","Cardedeu"
"0804602003","08","Barcelona","41","Vallès Oriental","08046","Cardedeu"
"0804602004","08","Barcelona","41","Vallès Oriental","08046","Cardedeu"
"0804602005","08","Barcelona","41","Vallès Oriental","08046","Cardedeu"
"0804603001","08","Barcelona","41","Vallès Oriental","08046","Cardedeu"
"0804603002","08","Barcelona","41","Vallès Oriental","08046","Cardedeu"
"0804701001","08","Barcelona","07","Bages","08047","Cardona"
"0804701002","08","Barcelona","07","Bages","08047","Cardona"
"0804701003","08","Barcelona","07","Bages","08047","Cardona"
"0804702001","08","Barcelona","07","Bages","08047","Cardona"
"0804801001","08","Barcelona","06","Anoia","08048","Carme"
"0804901001","08","Barcelona","14","Berguedà","08049","Casserres"
"0805001001","08","Barcelona","14","Berguedà","08050","Castellar del Riu"
"0805101001","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101002","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101003","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101004","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101005","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101006","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101007","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101008","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101009","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101010","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101011","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101012","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101013","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805101014","08","Barcelona","40","Vallès Occidental","08051","Castellar del Vallès"
"0805201001","08","Barcelona","14","Berguedà","08052","Castellar de n'Hug"
"0805301001","08","Barcelona","07","Bages","08053","Castellbell i el Vilar"
"0805301002","08","Barcelona","07","Bages","08053","Castellbell i el Vilar"
"0805401001","08","Barcelona","40","Vallès Occidental","08054","Castellbisbal"
"0805401002","08","Barcelona","40","Vallès Occidental","08054","Castellbisbal"
"0805401003","08","Barcelona","40","Vallès Occidental","08054","Castellbisbal"
"0805401004","08","Barcelona","40","Vallès Occidental","08054","Castellbisbal"
"0805401005","08","Barcelona","40","Vallès Occidental","08054","Castellbisbal"
"0805401006","08","Barcelona","40","Vallès Occidental","08054","Castellbisbal"
"0805501001","08","Barcelona","42","Moianès","08055","Castellcir"
"0805601001","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805601002","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805601003","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805601004","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805601005","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805601006","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805601007","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805601008","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805601009","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805601010","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805602001","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805602002","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805602003","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805602004","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805602005","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805602006","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805602007","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805603001","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805603002","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805603003","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805603004","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805603005","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805603006","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805604001","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805604002","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805604003","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805604004","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805604005","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805604006","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805604007","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805605001","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805605002","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805605003","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805605004","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805605005","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805605006","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805605007","08","Barcelona","11","Baix Llobregat","08056","Castelldefels"
"0805701001","08","Barcelona","14","Berguedà","08057","Castell de l'Areny"
"0805801001","08","Barcelona","03","Alt Penedès","08058","Castellet i la Gornal"
"0805901001","08","Barcelona","07","Bages","08059","Castellfollit del Boix"
"0806001001","08","Barcelona","06","Anoia","08060","Castellfollit de Riubregós"
"0806101001","08","Barcelona","07","Bages","08061","Castellgalí"
"0806201001","08","Barcelona","07","Bages","08062","Castellnou de Bages"
"0806301001","08","Barcelona","06","Anoia","08063","Castellolí"
"0806401001","08","Barcelona","42","Moianès","08064","Castellterçol"
"0806501001","08","Barcelona","03","Alt Penedès","08065","Castellví de la Marca"
"0806601001","08","Barcelona","11","Baix Llobregat","08066","Castellví de Rosanes"
"0806701001","08","Barcelona","24","Osona","08067","Centelles"
"0806701002","08","Barcelona","24","Osona","08067","Centelles"
"0806701003","08","Barcelona","24","Osona","08067","Centelles"
"0806701004","08","Barcelona","24","Osona","08067","Centelles"
"0806801001","08","Barcelona","11","Baix Llobregat","08068","Cervelló"
"0806801002","08","Barcelona","11","Baix Llobregat","08068","Cervelló"
"0806801003","08","Barcelona","11","Baix Llobregat","08068","Cervelló"
"0806801004","08","Barcelona","11","Baix Llobregat","08068","Cervelló"
"0806801005","08","Barcelona","11","Baix Llobregat","08068","Cervelló"
"0806901001","08","Barcelona","11","Baix Llobregat","08069","Collbató"
"0806901003","08","Barcelona","11","Baix Llobregat","08069","Collbató"
"0807001001","08","Barcelona","42","Moianès","08070","Collsuspina"
"0807101001","08","Barcelona","06","Anoia","08071","Copons"
"0807201001","08","Barcelona","11","Baix Llobregat","08072","Corbera de Llobregat"
"0807201002","08","Barcelona","11","Baix Llobregat","08072","Corbera de Llobregat"
"0807201003","08","Barcelona","11","Baix Llobregat","08072","Corbera de Llobregat"
"0807201004","08","Barcelona","11","Baix Llobregat","08072","Corbera de Llobregat"
"0807201005","08","Barcelona","11","Baix Llobregat","08072","Corbera de Llobregat"
"0807201006","08","Barcelona","11","Baix Llobregat","08072","Corbera de Llobregat"
"0807201007","08","Barcelona","11","Baix Llobregat","08072","Corbera de Llobregat"
"0807201008","08","Barcelona","11","Baix Llobregat","08072","Corbera de Llobregat"
"0807201009","08","Barcelona","11","Baix Llobregat","08072","Corbera de Llobregat"
"0807201010","08","Barcelona","11","Baix Llobregat","08072","Corbera de Llobregat"
"0807201011","08","Barcelona","11","Baix Llobregat","08072","Corbera de Llobregat"
"0807301001","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301002","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301003","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301004","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301005","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301006","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301007","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301008","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301009","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301010","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301011","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301012","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301013","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807301014","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807302001","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807302002","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807302003","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807303001","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807303002","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807303003","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807303004","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807303005","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807303006","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807303007","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807303008","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807303009","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807303010","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304001","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304002","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304003","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304004","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304005","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304006","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304007","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304008","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304009","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304010","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304011","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304012","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304013","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304014","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304015","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304016","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304017","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304018","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807304019","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807305001","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807305002","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807305003","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807305005","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807305006","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807305007","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807305008","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807305009","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807305010","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807306001","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807306004","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807306005","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807306007","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807306008","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807306009","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807306010","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807306013","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807306014","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807306015","08","Barcelona","11","Baix Llobregat","08073","Cornellà de Llobregat"
"0807401001","08","Barcelona","17","Garraf","08074","Cubelles"
"0807401002","08","Barcelona","17","Garraf","08074","Cubelles"
"0807401003","08","Barcelona","17","Garraf","08074","Cubelles"
"0807401004","08","Barcelona","17","Garraf","08074","Cubelles"
"0807401005","08","Barcelona","17","Garraf","08074","Cubelles"
"0807401006","08","Barcelona","17","Garraf","08074","Cubelles"
"0807401007","08","Barcelona","17","Garraf","08074","Cubelles"
"0807401008","08","Barcelona","17","Garraf","08074","Cubelles"
"0807401009","08","Barcelona","17","Garraf","08074","Cubelles"
"0807401010","08","Barcelona","17","Garraf","08074","Cubelles"
"0807501001","08","Barcelona","21","Maresme","08075","Dosrius"
"0807501002","08","Barcelona","21","Maresme","08075","Dosrius"
"0807501003","08","Barcelona","21","Maresme","08075","Dosrius"
"0807601001","08","Barcelona","11","Baix Llobregat","08076","Esparreguera"
"0807601002","08","Barcelona","11","Baix Llobregat","08076","Esparreguera"
"0807601003","08","Barcelona","11","Baix Llobregat","08076","Esparreguera"
"0807601004","08","Barcelona","11","Baix Llobregat","08076","Esparreguera"
"0807601005","08","Barcelona","11","Baix Llobregat","08076","Esparreguera"
"0807601006","08","Barcelona","11","Baix Llobregat","08076","Esparreguera"
"0807602001","08","Barcelona","11","Baix Llobregat","08076","Esparreguera"
"0807602002","08","Barcelona","11","Baix Llobregat","08076","Esparreguera"
"0807602003","08","Barcelona","11","Baix Llobregat","08076","Esparreguera"
"0807602004","08","Barcelona","11","Baix Llobregat","08076","Esparreguera"
"0807602005","08","Barcelona","11","Baix Llobregat","08076","Esparreguera"
"0807701001","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807701002","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807701003","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807701004","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807701005","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807702001","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807702002","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807702003","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807702004","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807702005","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807702006","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807703001","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807703002","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807704001","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807705001","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807706001","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807707001","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807708001","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807708002","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807709001","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807709002","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807710001","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807710002","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807710003","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807710004","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807710005","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807710006","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807710007","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807710008","08","Barcelona","11","Baix Llobregat","08077","Esplugues de Llobregat"
"0807801001","08","Barcelona","14","Berguedà","08078","Espunyola, l'"
"0807901001","08","Barcelona","42","Moianès","08079","Estany, l'"
"0808001001","08","Barcelona","14","Berguedà","08080","Fígols"
"0808101001","08","Barcelona","41","Vallès Oriental","08081","Fogars de Montclús"
"0808201001","08","Barcelona","34","Selva","08082","Fogars de la Selva"
"0808301001","08","Barcelona","24","Osona","08083","Folgueroles"
"0808401001","08","Barcelona","07","Bages","08084","Fonollosa"
"0808501001","08","Barcelona","03","Alt Penedès","08085","Font-rubí"
"0808601001","08","Barcelona","41","Vallès Oriental","08086","Franqueses del Vallès, les"
"0808601002","08","Barcelona","41","Vallès Oriental","08086","Franqueses del Vallès, les"
"0808601003","08","Barcelona","41","Vallès Oriental","08086","Franqueses del Vallès, les"
"0808601004","08","Barcelona","41","Vallès Oriental","08086","Franqueses del Vallès, les"
"0808601005","08","Barcelona","41","Vallès Oriental","08086","Franqueses del Vallès, les"
"0808601006","08","Barcelona","41","Vallès Oriental","08086","Franqueses del Vallès, les"
"0808601007","08","Barcelona","41","Vallès Oriental","08086","Franqueses del Vallès, les"
"0808601008","08","Barcelona","41","Vallès Oriental","08086","Franqueses del Vallès, les"
"0808601009","08","Barcelona","41","Vallès Oriental","08086","Franqueses del Vallès, les"
"0808601010","08","Barcelona","41","Vallès Oriental","08086","Franqueses del Vallès, les"
"0808602001","08","Barcelona","41","Vallès Oriental","08086","Franqueses del Vallès, les"
"0808701001","08","Barcelona","40","Vallès Occidental","08087","Gallifa"
"0808801001","08","Barcelona","41","Vallès Oriental","08088","Garriga, la"
"0808801002","08","Barcelona","41","Vallès Oriental","08088","Garriga, la"
"0808801003","08","Barcelona","41","Vallès Oriental","08088","Garriga, la"
"0808801004","08","Barcelona","41","Vallès Oriental","08088","Garriga, la"
"0808802001","08","Barcelona","41","Vallès Oriental","08088","Garriga, la"
"0808802002","08","Barcelona","41","Vallès Oriental","08088","Garriga, la"
"0808802003","08","Barcelona","41","Vallès Oriental","08088","Garriga, la"
"0808802004","08","Barcelona","41","Vallès Oriental","08088","Garriga, la"
"0808802005","08","Barcelona","41","Vallès Oriental","08088","Garriga, la"
"0808802006","08","Barcelona","41","Vallès Oriental","08088","Garriga, la"
"0808901001","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808901002","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808901003","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808901004","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808901005","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808901006","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808901007","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808901008","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808902001","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808902002","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808902003","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808902004","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808902005","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808902006","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808902007","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808902008","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808902009","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808902010","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808903001","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808903002","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808903003","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808903004","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808903005","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808903006","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808903007","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808903008","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808904001","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0808904002","08","Barcelona","11","Baix Llobregat","08089","Gavà"
"0809001001","08","Barcelona","07","Bages","08090","Gaià"
"0809101001","08","Barcelona","03","Alt Penedès","08091","Gelida"
"0809101002","08","Barcelona","03","Alt Penedès","08091","Gelida"
"0809102001","08","Barcelona","03","Alt Penedès","08091","Gelida"
"0809201001","08","Barcelona","14","Berguedà","08092","Gironella"
"0809202001","08","Barcelona","14","Berguedà","08092","Gironella"
"0809202002","08","Barcelona","14","Berguedà","08092","Gironella"
"0809202003","08","Barcelona","14","Berguedà","08092","Gironella"
"0809301001","08","Barcelona","14","Berguedà","08093","Gisclareny"
"0809401001","08","Barcelona","03","Alt Penedès","08094","Granada, la"
"0809501001","08","Barcelona","42","Moianès","08095","Granera"
"0809601001","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809601003","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809601004","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809601005","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809601006","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809601009","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809601010","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809601011","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809602001","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809602002","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809602003","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809602004","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809602005","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809602006","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809602007","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809603001","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809603002","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809603003","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809603004","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809603005","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809603006","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809603007","08","Barcelona","41","Vallès Oriental","08096","Granollers"
"0809603008","08","Barcelona","41","Vallès Oriental","08096","Granollers"
